TIMESTAMP,
단위,
factor,
초기치,
2022-09-16 18:30,0
2022-09-16 18:35,-0.009108
2022-09-16 18:40,-0.002948
2022-09-16 18:45,0.014652
2022-09-16 18:50,0.014124
2022-09-16 18:55,0.006798
2022-09-16 19:00,0.004829
2022-09-16 19:05,0.005863
2022-09-16 19:10,-0.001265
2022-09-16 19:15,0.010043
2022-09-16 19:20,-0.003575
2022-09-16 19:25,0.015158
2022-09-16 19:30,0.004059
2022-09-16 19:35,-0.000165
2022-09-16 19:40,0.014707
2022-09-16 19:45,0.002728
2022-09-16 19:50,0.013233
2022-09-16 19:55,-0.065417
2022-09-16 20:00,0.006127
2022-09-16 20:05,-0.057783
2022-09-16 20:10,-0.035673
2022-09-16 20:15,0.005247
2022-09-16 20:20,-0.042284
2022-09-16 20:25,-0.035376
2022-09-16 20:30,0.032362
2022-09-16 20:35,-0.00924
2022-09-16 20:40,-0.043098
2022-09-16 20:45,-0.046937
2022-09-16 20:50,-0.043307
2022-09-16 20:55,-0.024717
2022-09-16 21:00,-0.047102
2022-09-16 21:05,-0.013563
2022-09-16 21:10,-0.050864
2022-09-16 21:15,-0.050864
2022-09-16 21:20,-0.024761
2022-09-16 21:25,-0.062051
2022-09-16 21:30,-0.054593
2022-09-16 21:35,-0.054593
2022-09-16 21:40,-0.039677
2022-09-16 21:45,-0.043406
2022-09-16 21:50,-0.069509
2022-09-16 21:55,-0.050864
2022-09-16 22:00,-0.02849
2022-09-16 22:05,-0.054593
2022-09-16 22:10,-0.062051
2022-09-16 22:15,-0.039677
2022-09-16 22:20,-0.035948
2022-09-16 22:25,-0.039677
2022-09-16 22:30,-0.032219
2022-09-16 22:35,-0.062051
2022-09-16 22:40,-0.050864
2022-09-16 22:45,-0.032219
2022-09-16 22:50,-0.035123
2022-09-16 22:55,-0.050446
2022-09-16 23:00,-0.043197
2022-09-16 23:05,-0.047003
2022-09-16 23:10,-0.061985
2022-09-16 23:15,-0.062018
2022-09-16 23:20,-0.054571
2022-09-16 23:25,-0.058311
2022-09-16 23:30,-0.054593
2022-09-16 23:35,-0.043406
2022-09-16 23:40,-0.043406
2022-09-16 23:45,-0.054593
2022-09-16 23:50,-0.054593
2022-09-16 23:55,-0.035948
2022-09-17 0:00,-0.031185
2022-09-17 0:05,-0.050336
2022-09-17 0:10,-0.031889
2022-09-17 0:15,-0.035783
2022-09-17 0:20,-0.03586
2022-09-17 0:25,-0.050809
2022-09-17 0:30,-0.028468
2022-09-17 0:35,-0.050853
2022-09-17 0:40,-0.050864
2022-09-17 0:45,-0.035948
2022-09-17 0:50,-0.054593
2022-09-17 0:55,-0.039677
2022-09-17 1:00,-0.054593
2022-09-17 1:05,-0.032219
2022-09-17 1:10,-0.050864
2022-09-17 1:15,-0.035948
